system,site,lat,lon,turb_lab,turb_ysi,chla_lab,chla_ysi,turb_ysi_m,chla_ysi_m
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,16.97,16.843333333333334,2.9075,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,16.98,16.843333333333334,2.7533333333333334,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,16.99,16.843333333333334,2.86625,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17,16.843333333333334,2.8557142857142854,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.01,16.843333333333334,2.860909090909091,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.02,16.843333333333334,2.832,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.03,16.843333333333334,2.8625,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.04,16.843333333333334,2.9175,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.05,16.843333333333334,2.828,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.06,16.843333333333334,2.854285714285714,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.07,16.843333333333334,2.766,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.08,16.843333333333334,2.7314285714285713,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.09,16.843333333333334,2.59,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.1,16.843333333333334,2.92375,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.11,16.843333333333334,2.89,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.12,16.843333333333334,2.795,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.13,16.843333333333334,2.9857142857142858,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.14,16.843333333333334,2.74625,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.15,16.843333333333334,2.798,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.16,16.843333333333334,2.826,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.17,16.843333333333334,3.42,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.18,16.843333333333334,2.76125,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.19,16.843333333333334,2.828,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.2,16.843333333333334,3.0033333333333334,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.21,16.843333333333334,2.9485714285714284,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.22,16.843333333333334,3.0366666666666666,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.23,16.843333333333334,3.1333333333333333,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.24,16.843333333333334,2.71,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.25,16.843333333333334,2.826,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.26,16.843333333333334,2.73,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.27,16.843333333333334,2.77,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.28,16.843333333333334,2.7,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.29,16.843333333333334,2.86,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.3,16.843333333333334,2.67,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.31,16.843333333333334,2.89,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.32,16.843333333333334,2.84,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.33,16.843333333333334,3.2533333333333334,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.34,16.843333333333334,2.9633333333333334,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.35,16.843333333333334,2.79,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.36,16.843333333333334,2.6466666666666665,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.37,16.843333333333334,2.8933333333333335,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.39,16.843333333333334,2.7800000000000002,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.41,16.843333333333334,2.91,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.42,16.843333333333334,3.12,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.43,16.843333333333334,2.83,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.44,16.843333333333334,2.835,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.45,16.843333333333334,2.815,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.47,16.843333333333334,3.24,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.48,16.843333333333334,2.41,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.51,16.843333333333334,3.11,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.52,16.843333333333334,3.29,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.56,16.843333333333334,3.53,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.59,16.843333333333334,3.34,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.62,16.843333333333334,3.79,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.64,16.843333333333334,3.35,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.68,16.843333333333334,3.45,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.73,16.843333333333334,3.55,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.75,16.843333333333334,3.45,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.76,16.843333333333334,3.68,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.78,16.843333333333334,3.635,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.79,16.843333333333334,3.71,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.84,16.843333333333334,3.7,17.01182608695652,2.8576304034130122
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.17,9.786666666666667,1.54,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.4,9.786666666666667,1.39,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.6,9.786666666666667,1.09,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.65,9.786666666666667,1.45,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.66,9.786666666666667,1.4,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.74,9.786666666666667,1.36,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.79,9.786666666666667,1.47,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.81,9.786666666666667,1.4,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.87,9.786666666666667,1.28,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.91,9.786666666666667,1.38,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.94,9.786666666666667,1.52,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.98,9.786666666666667,1.28,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.03,9.786666666666667,1.19,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.24,9.786666666666667,1.27,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.28,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.29,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.32,9.786666666666667,1.39,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.38,9.786666666666667,-0.9400000000000001,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.39,9.786666666666667,1.06,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.43,9.786666666666667,1.31,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.45,9.786666666666667,1.27,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.46,9.786666666666667,1.35,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.47,9.786666666666667,1.42,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.49,9.786666666666667,1.33,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.5,9.786666666666667,1.36,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.51,9.786666666666667,1.36,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.55,9.786666666666667,1.32,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.59,9.786666666666667,1.32,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.6,9.786666666666667,1.52,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.63,9.786666666666667,1.5950000000000002,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.66,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.68,9.786666666666667,1.54,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.7,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.75,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.77,9.786666666666667,-0.8150000000000001,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.82,9.786666666666667,1.24,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.83,9.786666666666667,-1.64,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.87,9.786666666666667,1.06,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.88,9.786666666666667,1.31,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.92,9.786666666666667,-2.94,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.93,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.1,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.14,9.786666666666667,1.2650000000000001,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.16,9.786666666666667,1.27,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.17,9.786666666666667,-0.805,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.19,9.786666666666667,1.08,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.2,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.22,9.786666666666667,-0.75,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.25,9.786666666666667,1.25,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.28,9.786666666666667,-0.9900000000000001,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.3,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.33,9.786666666666667,1.12,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.34,9.786666666666667,-1.04,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.4,9.786666666666667,-0.9750000000000001,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.46,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.47,9.786666666666667,-0.9700000000000001,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.48,9.786666666666667,-0.7350000000000001,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.51,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.52,9.786666666666667,1.06,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.53,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.56,9.786666666666667,1.32,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.66,9.786666666666667,0.6300000000000001,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.73,9.786666666666667,1.15,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.75,9.786666666666667,1.99,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.79,9.786666666666667,-1.04,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.81,9.786666666666667,-0.575,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.84,9.786666666666667,1.85,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.86,9.786666666666667,-0.8850000000000001,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.87,9.786666666666667,1.28,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.89,9.786666666666667,1.435,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.9,9.786666666666667,1.5275,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.91,9.786666666666667,1.19,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.92,9.786666666666667,-0.3,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.95,9.786666666666667,1.15,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.97,9.786666666666667,1.16,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.99,9.786666666666667,1.37,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71,9.786666666666667,1.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.01,9.786666666666667,0.99,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.04,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.06,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.07,9.786666666666667,0.030000000000000027,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.08,9.786666666666667,-1.2400000000000002,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.09,9.786666666666667,-0.9950000000000001,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.1,9.786666666666667,1.2,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.11,9.786666666666667,1.08,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.15,9.786666666666667,1.02,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.17,9.786666666666667,1.1099999999999999,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.18,9.786666666666667,1.32,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.21,9.786666666666667,-0.6725000000000001,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.23,9.786666666666667,1.08,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.24,9.786666666666667,1.18,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.25,9.786666666666667,1.37,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.26,9.786666666666667,-0.2533333333333334,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.28,9.786666666666667,1.23,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.29,9.786666666666667,-1.11,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.31,9.786666666666667,1.07,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.32,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.33,9.786666666666667,0.94,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.34,9.786666666666667,1.2,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.35,9.786666666666667,1.345,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.37,9.786666666666667,1.11,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.38,9.786666666666667,-3.22,75.16625974025975,0.49260754483611624
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.39,9.786666666666667,1.07,75.16625974025975,0.49260754483611624
