system,site,lat,lon,turb_lab,turb_ysi,pred_sdd,tn,tp,turb_ysi_m,afdm,tss,secchi,pred_sdd_m
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.27,0.44932998784551703,1.19,0.092175000000000007,17.071724137931035,6.5,15.5,0.47,0.4528939128413513
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.27,0.44932998784551703,1.19,0.092175000000000007,17.071724137931035,6.5,15.5,0.47,0.4528939128413513
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.27,0.44932998784551703,1.19,0.092175000000000007,17.071724137931035,6.5,15.5,0.47,0.4528939128413513
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.27,0.44932998784551703,1.19,0.092175000000000007,17.071724137931035,6.5,15.5,0.47,0.4528939128413513
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.28,0.4491531485722943,1.19,0.092175000000000007,17.071724137931035,6.5,15.5,0.47,0.4528939128413513
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.28,0.4491531485722943,1.19,0.092175000000000007,17.071724137931035,6.5,15.5,0.47,0.4528939128413513
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.28,0.4491531485722943,1.19,0.092175000000000007,17.071724137931035,6.5,15.5,0.47,0.4528939128413513
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.28,0.4491531485722943,1.19,0.092175000000000007,17.071724137931035,6.5,15.5,0.47,0.4528939128413513
Lake Arrowhead,AH1,33.74623,-98.3876,15.6,17.29,0.44897648114388045,1.19,0.092175000000000007,17.071724137931035,6.5,15.5,0.47,0.4528939128413513
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.87,0.1754107817212782,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.87,0.1754107817212782,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.87,0.1754107817212782,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.87,0.1754107817212782,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.87,0.1754107817212782,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.87,0.1754107817212782,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.87,0.1754107817212782,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.87,0.1754107817212782,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.87,0.1754107817212782,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,68.98,0.1752205190966401,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.24,0.17477282707081362,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.24,0.17477282707081362,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.24,0.17477282707081362,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.24,0.17477282707081362,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.43,0.17444744956943473,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.46,0.17439621088723392,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.49,0.17434500937048233,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.55,0.17424271766145535,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.59,0.17417460551371522,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.82,0.1737842333607547,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,69.88,0.1736827522431269,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.14,0.1732446867653584,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.14,0.1732446867653584,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.14,0.1732446867653584,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.14,0.1732446867653584,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.16,0.1732111024124277,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.25,0.1730601716370273,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.25,0.1730601716370273,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.25,0.1730601716370273,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.25,0.1730601716370273,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.28,0.17300993354545163,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.4,0.1728093409144815,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.87,0.17202918502669534,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.87,0.17202918502669534,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.87,0.17202918502669534,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,70.87,0.17202918502669534,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.07,0.1716998344829361,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.18,0.17151935457791093,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.26,0.17138839050370286,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.28,0.17135568807259366,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.44,0.17109462247591775,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.45,0.17107833849111578,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.53,0.17094820431541846,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.55,0.17091570896971134,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.57,0.17088322888040355,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.7,0.17067247938684016,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,71.71,0.1706562944763646,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,72.08,0.17006010620072926,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,72.09,0.17004406437124336,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,72.53,0.1693419048974103,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,72.54,0.16932602991308843,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,72.57,0.16927842701183243,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,72.9,0.1687569683149793,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,72.92,0.16872549221281016,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,72.99,0.1686154399751275,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,73,0.16859973270056902,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,73.02,0.16856832899343238,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,73.1,0.16844285853027247,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,73.13,0.16839586656273092,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,73.16,0.16834890697036808,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,73.21,0.16827071283136102,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,73.25,0.1682082220889504,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,73.29,0.16814578865006985,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,73.59,0.16767935597955425,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,73.75,0.16743189583897666,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,73.89,0.16721610691828953,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,74.25,0.16666436183611677,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,74.81,0.16581496723875158,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,75.42,0.16490180591504144,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,76.02,0.16401563882988207,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,76.78,0.16290988658438715,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,77.35,0.16209256641415148,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,78.57,0.1603767610651635,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,79.8,0.15869161524420242,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,80.7,0.15748597470979483,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,81.7,0.15617259314104087,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,82.5,0.15514117717697976,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,83.4,0.15400073534400577,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,89,0.14734321923488083,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,89.2,0.14711848561227886,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,89.3,0.147006435972507,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,89.4,0.14689459693508075,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,89.5,0.1467829678692538,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,89.6,0.14667154814687092,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,89.7,0.1465603371423543,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,89.7,0.1465603371423543,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,89.7,0.1465603371423543,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,89.7,0.1465603371423543,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,89.9,0.1463385387974166,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90,0.14622795021860727,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90,0.14622795021860727,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90,0.14622795021860727,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90,0.14622795021860727,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.1,0.14611756788086128,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.2,0.14600739117128864,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.2,0.14600739117128864,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.2,0.14600739117128864,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.2,0.14600739117128864,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.4,0.14578765219758166,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.4,0.14578765219758166,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.4,0.14578765219758166,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.4,0.14578765219758166,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.5,0.14567808872010668,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.7,0.14545957076902788,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.7,0.14545957076902788,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.7,0.14545957076902788,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,90.7,0.14545957076902788,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH2,33.68267,-98.4266,67.3,91.1,0.14502495415251826,0.9443333333333334,0.17366666666666666,76.76547619047619,8.5,34.5,0.135,0.16386629290657798
Lake Arrowhead,AH3,33.76283,-98.3658,11.8,13.16,0.5405447494486005,1.11,0.11133333333333334,14.059308176100629,4,9,0.65,0.5170038176055511
Lake Arrowhead,AH3,33.76283,-98.3658,11.8,13.27,0.5374937090319265,1.11,0.11133333333333334,14.059308176100629,4,9,0.65,0.5170038176055511
Lake Arrowhead,AH3,33.76283,-98.3658,11.8,13.31,0.5363947507591958,1.11,0.11133333333333334,14.059308176100629,4,9,0.65,0.5170038176055511
Lake Arrowhead,AH3,33.76283,-98.3658,11.8,13.4,0.5339422627911393,1.11,0.11133333333333334,14.059308176100629,4,9,0.65,0.5170038176055511
Lake Arrowhead,AH3,33.76283,-98.3658,11.8,13.45,0.532591691521891,1.11,0.11133333333333334,14.059308176100629,4,9,0.65,0.5170038176055511
Lake Arrowhead,AH3,33.76283,-98.3658,11.8,13.47,0.5320538221092453,1.11,0.11133333333333334,14.059308176100629,4,9,0.65,0.5170038176055511
Lake Arrowhead,AH3,33.76283,-98.3658,11.8,13.48,0.5317853902425334,1.11,0.11133333333333334,14.059308176100629,4,9,0.65,0.5170038176055511
Lake Arrowhead,AH3,33.76283,-98.3658,11.8,13.5,0.531249528860225,1.11,0.11133333333333334,14.059308176100629,4,9,0.65,0.5170038176055511
Lake Arrowhead,AH3,33.76283,-98.3658,11.8,13.51,0.5309820980188267,1.11,0.11133333333333334,14.059308176100629,4,9,0.65,0.5170038176055511
Lake Arrowhead,AH3,33.76283,-98.3658,11.8,13.52,0.5307149995297386,1.11,0.11133333333333334,14.059308176100629,4,9,0.65,0.5170038176055511
