,system,site,lat,lon,datetime,samplecode,datecollect,variable,value,unit,sampledepth_m,groupname,timecollect
186,Red Bluff Reservoir,RB1,31.901717,-103.913717,8/8/2022 10:38,0719-04,8/8/2022,tp,0.0358,mgL-1,0.25,flame,10:38
187,Red Bluff Reservoir,RB1,31.901717,-103.913717,8/8/2022 10:38,1189-16,8/8/2022,tss,13.5,mg/L,0.25,flame,10:38
188,Red Bluff Reservoir,RB1,31.901717,-103.913717,8/8/2022 10:38,1189-16,8/8/2022,turbidity,3.57,NTU,0.25,flame,10:38
189,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1186-16,8/8/2022,afdm,8.75,mg/L,0.25,flame,11:35
190,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1069-01,8/8/2022,nh4n,0.00658,mgL-1,0.25,flame,11:35
191,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1070-01,8/8/2022,nh4n,0.0194,mgL-1,0.25,flame,11:35
192,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1071-01,8/8/2022,nh4n,0.0294,mgL-1,0.25,flame,11:35
193,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1069-01,8/8/2022,no3n,-0.00148,mgL-1,0.25,flame,11:35
194,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1070-01,8/8/2022,no3n,0.00259,mgL-1,0.25,flame,11:35
195,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1071-01,8/8/2022,no3n,0.0073,mgL-1,0.25,flame,11:35
196,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1069-01,8/8/2022,srp,0.0113,mgL-1,0.25,flame,11:35
197,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1070-01,8/8/2022,srp,0.0109,mgL-1,0.25,flame,11:35
198,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1071-01,8/8/2022,srp,0.0121,mgL-1,0.25,flame,11:35
199,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,0978-14,8/8/2022,tdn,0.964,mgL-1,0.25,flame,11:35
200,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,0980-14,8/8/2022,tdn,0.989,mgL-1,0.25,flame,11:35
201,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,0984-14,8/8/2022,tdn,0.912,mgL-1,0.25,flame,11:35
202,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,0978-14,8/8/2022,tdp,0.0367,mgL-1,0.25,flame,11:35
203,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,0980-14,8/8/2022,tdp,0.0271,mgL-1,0.25,flame,11:35
204,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,0984-14,8/8/2022,tdp,0.00738,mgL-1,0.25,flame,11:35
205,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,0706-04,8/8/2022,tn,1.48,mgL-1,0.25,flame,11:35
206,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,0728-04,8/8/2022,tn,1.63,mgL-1,0.25,flame,11:35
207,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1022-02,8/8/2022,tn,1.59,mgL-1,0.25,flame,11:35
208,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,0706-04,8/8/2022,tp,0.0669,mgL-1,0.25,flame,11:35
209,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,0728-04,8/8/2022,tp,0.0659,mgL-1,0.25,flame,11:35
210,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1022-02,8/8/2022,tp,0.077,mgL-1,0.25,flame,11:35
211,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1186-16,8/8/2022,tss,14.8,mg/L,0.25,flame,11:35
212,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1186-16,8/8/2022,turbidity,16.6,NTU,0.25,flame,11:35
213,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1196-16,8/8/2022,afdm,11.2,mg/L,0.25,flame,11:52
214,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1090-01,8/8/2022,nh4n,0.00575,mgL-1,0.25,flame,11:52
215,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1091-01,8/8/2022,nh4n,0.0165,mgL-1,0.25,flame,11:52
216,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1092-01,8/8/2022,nh4n,0.0134,mgL-1,0.25,flame,11:52
217,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1090-01,8/8/2022,no3n,-0.0000363,mgL-1,0.25,flame,11:52
218,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1091-01,8/8/2022,no3n,0.00178,mgL-1,0.25,flame,11:52
219,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1092-01,8/8/2022,no3n,0.000294,mgL-1,0.25,flame,11:52
220,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1090-01,8/8/2022,srp,0.0105,mgL-1,0.25,flame,11:52
221,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1091-01,8/8/2022,srp,0.0105,mgL-1,0.25,flame,11:52
222,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1092-01,8/8/2022,srp,0.0138,mgL-1,0.25,flame,11:52
223,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1000-01,8/8/2022,tdn,0.961,mgL-1,0.25,flame,11:52
224,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1000-01,8/8/2022,tdn,0.963,mgL-1,0.25,flame,11:52
225,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1001-01,8/8/2022,tdn,0.909,mgL-1,0.25,flame,11:52
226,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1002-01,8/8/2022,tdn,1.04,mgL-1,0.25,flame,11:52
227,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1000-01,8/8/2022,tdp,0.0322,mgL-1,0.25,flame,11:52
228,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1001-01,8/8/2022,tdp,0.0408,mgL-1,0.25,flame,11:52
229,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1002-01,8/8/2022,tdp,0.114,mgL-1,0.25,flame,11:52
230,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,0727-04,8/8/2022,tn,1.47,mgL-1,0.25,flame,11:52
231,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,0727-04,8/8/2022,tn,1.47,mgL-1,0.25,flame,11:52
232,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,0734-04,8/8/2022,tn,1.67,mgL-1,0.25,flame,11:52
233,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,0768-02,8/8/2022,tn,1.3,mgL-1,0.25,flame,11:52
234,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,0727-04,8/8/2022,tp,0.0572,mgL-1,0.25,flame,11:52
235,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,0734-04,8/8/2022,tp,0.0606,mgL-1,0.25,flame,11:52
236,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,0768-02,8/8/2022,tp,0.063,mgL-1,0.25,flame,11:52
237,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1196-16,8/8/2022,tss,21.2,mg/L,0.25,flame,11:52
238,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1196-16,8/8/2022,turbidity,11.4,NTU,0.25,flame,11:52
239,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1187-16,8/8/2022,afdm,7.25,mg/L,0.25,flame,12:12
240,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1102-01,8/8/2022,nh4n,0.0177,mgL-1,0.25,flame,12:12
241,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1103-01,8/8/2022,nh4n,0.0173,mgL-1,0.25,flame,12:12
242,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1104-01,8/8/2022,nh4n,0.0197,mgL-1,0.25,flame,12:12
243,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1102-01,8/8/2022,no3n,-0.00297,mgL-1,0.25,flame,12:12
244,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1103-01,8/8/2022,no3n,-0.000525,mgL-1,0.25,flame,12:12
245,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1104-01,8/8/2022,no3n,-0.0016,mgL-1,0.25,flame,12:12
246,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1102-01,8/8/2022,srp,0.00987,mgL-1,0.25,flame,12:12
247,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1103-01,8/8/2022,srp,0.0119,mgL-1,0.25,flame,12:12
248,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1104-01,8/8/2022,srp,0.0128,mgL-1,0.25,flame,12:12
249,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1015-01,8/8/2022,tdn,0.918,mgL-1,0.25,flame,12:12
250,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1016-01,8/8/2022,tdn,0.981,mgL-1,0.25,flame,12:12
251,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1017-01,8/8/2022,tdn,0.828,mgL-1,0.25,flame,12:12
252,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1015-01,8/8/2022,tdp,0.0181,mgL-1,0.25,flame,12:12
253,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1016-01,8/8/2022,tdp,0.0163,mgL-1,0.25,flame,12:12
254,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1017-01,8/8/2022,tdp,0.0199,mgL-1,0.25,flame,12:12
255,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,0287-15,8/8/2022,tn,1.38,mgL-1,0.25,flame,12:12
256,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,0723-04,8/8/2022,tn,1.3,mgL-1,0.25,flame,12:12
257,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,0731-04,8/8/2022,tn,1.28,mgL-1,0.25,flame,12:12
258,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,0287-15,8/8/2022,tp,0.0212,mgL-1,0.25,flame,12:12
259,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,0287-15,8/8/2022,tp,0.0167,mgL-1,0.25,flame,12:12
260,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,0723-04,8/8/2022,tp,0.0323,mgL-1,0.25,flame,12:12
261,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,0731-04,8/8/2022,tp,0.0325,mgL-1,0.25,flame,12:12
262,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1187-16,8/8/2022,tss,12.5,mg/L,0.25,flame,12:12
263,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1187-16,8/8/2022,turbidity,4.99,NTU,0.25,flame,12:12
264,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1204-16,8/8/2022,afdm,3.75,mg/L,0.25,flame,12:25
265,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1078-01,8/8/2022,nh4n,0.00937,mgL-1,0.25,flame,12:25
266,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1078-01,8/8/2022,nh4n,0.00909,mgL-1,0.25,flame,12:25
267,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1079-01,8/8/2022,nh4n,0.0073,mgL-1,0.25,flame,12:25
268,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1080-01,8/8/2022,nh4n,0.0115,mgL-1,0.25,flame,12:25
269,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1078-01,8/8/2022,no3n,0.00801,mgL-1,0.25,flame,12:25
270,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1078-01,8/8/2022,no3n,0.00859,mgL-1,0.25,flame,12:25
271,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1079-01,8/8/2022,no3n,-0.00042,mgL-1,0.25,flame,12:25
272,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1080-01,8/8/2022,no3n,0.00769,mgL-1,0.25,flame,12:25
273,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1078-01,8/8/2022,srp,0.0133,mgL-1,0.25,flame,12:25
274,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1078-01,8/8/2022,srp,0.0129,mgL-1,0.25,flame,12:25
275,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1079-01,8/8/2022,srp,0.0101,mgL-1,0.25,flame,12:25
276,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1080-01,8/8/2022,srp,0.0125,mgL-1,0.25,flame,12:25
277,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,0997-01,8/8/2022,tdn,0.985,mgL-1,0.25,flame,12:25
278,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,0998-01,8/8/2022,tdn,1.1,mgL-1,0.25,flame,12:25
279,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,0999-01,8/8/2022,tdn,1.1,mgL-1,0.25,flame,12:25
280,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,0999-01,8/8/2022,tdn,1.11,mgL-1,0.25,flame,12:25
281,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,0997-01,8/8/2022,tdp,0.039,mgL-1,0.25,flame,12:25
282,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,0998-01,8/8/2022,tdp,0.0415,mgL-1,0.25,flame,12:25
283,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,0999-01,8/8/2022,tdp,0.0445,mgL-1,0.25,flame,12:25
284,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1029-02,8/8/2022,tn,1.31,mgL-1,0.25,flame,12:25
285,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1030-02,8/8/2022,tn,1.3,mgL-1,0.25,flame,12:25
286,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1031-02,8/8/2022,tn,1.34,mgL-1,0.25,flame,12:25
287,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1029-02,8/8/2022,tp,0.0327,mgL-1,0.25,flame,12:25
288,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1030-02,8/8/2022,tp,0.0262,mgL-1,0.25,flame,12:25
289,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1031-02,8/8/2022,tp,0.028,mgL-1,0.25,flame,12:25
290,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1204-16,8/8/2022,tss,5.25,mg/L,0.25,flame,12:25
291,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1204-16,8/8/2022,turbidity,4.33,NTU,0.25,flame,12:25
292,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1182-16,8/8/2022,afdm,5.5,mg/L,0.25,flame,12:38
293,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1055-01,8/8/2022,nh4n,0.0333,mgL-1,0.25,flame,12:38
294,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1056-01,8/8/2022,nh4n,0.0295,mgL-1,0.25,flame,12:38
295,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1057-01,8/8/2022,nh4n,0.0258,mgL-1,0.25,flame,12:38
296,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1055-01,8/8/2022,no3n,0.00845,mgL-1,0.25,flame,12:38
297,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1056-01,8/8/2022,no3n,0.00241,mgL-1,0.25,flame,12:38
298,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1057-01,8/8/2022,no3n,0.0108,mgL-1,0.25,flame,12:38
299,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1055-01,8/8/2022,srp,0.0116,mgL-1,0.25,flame,12:38
300,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1056-01,8/8/2022,srp,0.0124,mgL-1,0.25,flame,12:38
301,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1057-01,8/8/2022,srp,0.014,mgL-1,0.25,flame,12:38
302,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0254-14,8/8/2022,tdn,1.02,mgL-1,0.25,flame,12:38
303,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0280-14,8/8/2022,tdn,1.18,mgL-1,0.25,flame,12:38
304,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0281-14,8/8/2022,tdn,1.02,mgL-1,0.25,flame,12:38
305,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0254-14,8/8/2022,tdp,0.00678,mgL-1,0.25,flame,12:38
306,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0280-14,8/8/2022,tdp,0.00866,mgL-1,0.25,flame,12:38
307,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0280-14,8/8/2022,tdp,0.0103,mgL-1,0.25,flame,12:38
308,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0281-14,8/8/2022,tdp,0.0177,mgL-1,0.25,flame,12:38
309,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0762-02,8/8/2022,tn,1.25,mgL-1,0.25,flame,12:38
310,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0763-02,8/8/2022,tn,1.27,mgL-1,0.25,flame,12:38
311,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0766-02,8/8/2022,tn,1.43,mgL-1,0.25,flame,12:38
312,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0762-02,8/8/2022,tp,0.0291,mgL-1,0.25,flame,12:38
313,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0763-02,8/8/2022,tp,0.0334,mgL-1,0.25,flame,12:38
314,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0763-02,8/8/2022,tp,0.0316,mgL-1,0.25,flame,12:38
315,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,0766-02,8/8/2022,tp,0.0332,mgL-1,0.25,flame,12:38
316,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1182-16,8/8/2022,tss,4.5,mg/L,0.25,flame,12:38
317,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1182-16,8/8/2022,turbidity,3.36,NTU,0.25,flame,12:38
318,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1470-98,8/7/2022,chl a,12.5,ugL-1,0.25,flame,10:32
319,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1471-98,8/7/2022,chl a,10.4,ugL-1,0.25,flame,10:32
320,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1472-98,8/7/2022,chl a,6.21,ugL-1,0.25,flame,10:32
321,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1473-98,8/7/2022,chl a,8.99,ugL-1,0.25,flame,12:05
322,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1474-98,8/7/2022,chl a,7.84,ugL-1,0.25,flame,12:05
323,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1475-98,8/7/2022,chl a,9.17,ugL-1,0.25,flame,12:05
324,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1476-98,8/7/2022,chl a,4.63,ugL-1,0.25,flame,12:18
325,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1477-98,8/7/2022,chl a,6.37,ugL-1,0.25,flame,12:18
326,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1478-98,8/7/2022,chl a,5.45,ugL-1,0.25,flame,12:18
327,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1479-98,8/7/2022,chl a,5.97,ugL-1,0.25,flame,12:55
328,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1480-98,8/7/2022,chl a,5.83,ugL-1,0.25,flame,12:55
329,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1481-98,8/7/2022,chl a,6.71,ugL-1,0.25,flame,12:55
330,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1072-01,8/7/2022,nh4n,0.00527,mgL-1,0.25,flame,10:32
331,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1073-01,8/7/2022,nh4n,0.0059,mgL-1,0.25,flame,10:32
332,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1074-01,8/7/2022,nh4n,0.00856,mgL-1,0.25,flame,10:32
333,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1072-01,8/7/2022,no3n,0.0162,mgL-1,0.25,flame,10:32
334,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1073-01,8/7/2022,no3n,0.00714,mgL-1,0.25,flame,10:32
335,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1074-01,8/7/2022,no3n,0.018,mgL-1,0.25,flame,10:32
336,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1072-01,8/7/2022,srp,0.00735,mgL-1,0.25,flame,10:32
337,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1073-01,8/7/2022,srp,0.00719,mgL-1,0.25,flame,10:32
338,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1074-01,8/7/2022,srp,0.00632,mgL-1,0.25,flame,10:32
339,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,0572-04,8/7/2022,tn,1.2,mgL-1,0.25,flame,10:32
340,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,0574-04,8/7/2022,tn,1.16,mgL-1,0.25,flame,10:32
341,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,0709-04,8/7/2022,tn,1.26,mgL-1,0.25,flame,10:32
342,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,0572-04,8/7/2022,tp,0.0285,mgL-1,0.25,flame,10:32
343,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,0574-04,8/7/2022,tp,0.036,mgL-1,0.25,flame,10:32
344,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,0709-04,8/7/2022,tp,0.0279,mgL-1,0.25,flame,10:32
345,Lake OH Ivie,IV1,31.554717,-99.713467,8/7/2022 10:32,1184-16,8/7/2022,turbidity,2.36,NTU,0.25,flame,10:32
346,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1081-01,8/7/2022,nh4n,0.019,mgL-1,0.25,flame,12:05
347,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1082-01,8/7/2022,nh4n,0.003,mgL-1,0.25,flame,12:05
348,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1083-01,8/7/2022,nh4n,0.00287,mgL-1,0.25,flame,12:05
349,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1081-01,8/7/2022,no3n,0.0181,mgL-1,0.25,flame,12:05
350,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1082-01,8/7/2022,no3n,0.000929,mgL-1,0.25,flame,12:05
351,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1083-01,8/7/2022,no3n,0.0122,mgL-1,0.25,flame,12:05
352,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1081-01,8/7/2022,srp,0.00529,mgL-1,0.25,flame,12:05
353,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1082-01,8/7/2022,srp,0.00554,mgL-1,0.25,flame,12:05
354,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1083-01,8/7/2022,srp,0.00497,mgL-1,0.25,flame,12:05
355,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0991-14,8/7/2022,tdn,1.02,mgL-1,0.25,flame,12:05
356,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0992-14,8/7/2022,tdn,1.04,mgL-1,0.25,flame,12:05
357,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0993-14,8/7/2022,tdn,0.847,mgL-1,0.25,flame,12:05
358,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0991-14,8/7/2022,tdp,0.0129,mgL-1,0.25,flame,12:05
359,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0991-14,8/7/2022,tdp,0.0154,mgL-1,0.25,flame,12:05
360,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0992-14,8/7/2022,tdp,0.00955,mgL-1,0.25,flame,12:05
361,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0993-14,8/7/2022,tdp,0.00808,mgL-1,0.25,flame,12:05
362,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0721-04,8/7/2022,tn,0.743,mgL-1,0.25,flame,12:05
363,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0722-04,8/7/2022,tn,0.896,mgL-1,0.25,flame,12:05
364,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0735-04,8/7/2022,tn,0.712,mgL-1,0.25,flame,12:05
365,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0721-04,8/7/2022,tp,0.0173,mgL-1,0.25,flame,12:05
366,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0722-04,8/7/2022,tp,0.0234,mgL-1,0.25,flame,12:05
367,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,0735-04,8/7/2022,tp,0.0179,mgL-1,0.25,flame,12:05
