,system,site,lat,lon,datetime,samplecode,datecollect,variable,value,unit,sampledepth_m,groupname,timecollect
733,Lake Bonham,BON4,33.656033,-96.157833,7/15/2022 12:58,0530-03,7/15/2022,tdp,0.0253,mgL-1,0.25,flame,12:58
734,Lake Bonham,BON4,33.656033,-96.157833,7/15/2022 12:58,0531-03,7/15/2022,tdp,0.0208,mgL-1,0.25,flame,12:58
735,Lake Bonham,BON4,33.656033,-96.157833,7/15/2022 12:58,0675-13,7/15/2022,tn,0.65,mgL-1,0.25,flame,12:58
736,Lake Bonham,BON4,33.656033,-96.157833,7/15/2022 12:58,0695-13,7/15/2022,tn,0.792,mgL-1,0.25,flame,12:58
737,Lake Bonham,BON4,33.656033,-96.157833,7/15/2022 12:58,0675-13,7/15/2022,tp,0.0511,mgL-1,0.25,flame,12:58
738,Lake Bonham,BON4,33.656033,-96.157833,7/15/2022 12:58,0695-13,7/15/2022,tp,0.0519,mgL-1,0.25,flame,12:58
739,Lake Bonham,BON4,33.656033,-96.157833,7/15/2022 12:58,0630-16,7/15/2022,tss,7.61,mg/L,0.25,flame,12:58
740,Lake Bonham,BON4,33.656033,-96.157833,7/15/2022 12:58,0630-16,7/15/2022,turbidity,6.15,NTU,0.25,flame,12:58
741,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0631-16,7/15/2022,afdm,6.03,mg/L,0.25,flame,13:10
742,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0215-12,7/15/2022,nh4n,0.0575,mgL-1,0.25,flame,13:10
743,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0216-12,7/15/2022,nh4n,0.0584,mgL-1,0.25,flame,13:10
744,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0462-01,7/15/2022,nh4n,0.0405,mgL-1,0.25,flame,13:10
745,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0462-01,7/15/2022,nh4n,0.0401,mgL-1,0.25,flame,13:10
746,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0215-12,7/15/2022,no3n,0.00518,mgL-1,0.25,flame,13:10
747,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0216-12,7/15/2022,no3n,0.0035,mgL-1,0.25,flame,13:10
748,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0462-01,7/15/2022,no3n,0.00317,mgL-1,0.25,flame,13:10
749,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0462-01,7/15/2022,no3n,0.00329,mgL-1,0.25,flame,13:10
750,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0215-12,7/15/2022,srp,0.00444,mgL-1,0.25,flame,13:10
751,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0216-12,7/15/2022,srp,0.00397,mgL-1,0.25,flame,13:10
752,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0462-01,7/15/2022,srp,0.00361,mgL-1,0.25,flame,13:10
753,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0462-01,7/15/2022,srp,0.00338,mgL-1,0.25,flame,13:10
754,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0521-03,7/15/2022,tdp,0.0224,mgL-1,0.25,flame,13:10
755,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0541-03,7/15/2022,tdp,0.0283,mgL-1,0.25,flame,13:10
756,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0678-13,7/15/2022,tn,0.792,mgL-1,0.25,flame,13:10
757,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0679-13,7/15/2022,tn,0.833,mgL-1,0.25,flame,13:10
758,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0678-13,7/15/2022,tp,0.05,mgL-1,0.25,flame,13:10
759,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0679-13,7/15/2022,tp,0.0554,mgL-1,0.25,flame,13:10
760,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0631-16,7/15/2022,tss,8.04,mg/L,0.25,flame,13:10
761,Lake Bonham,BON5,33.653917,-96.161033,7/15/2022 13:10,0631-16,7/15/2022,turbidity,6.5,NTU,0.25,flame,13:10
762,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0632-16,7/15/2022,afdm,8.46,mg/L,0.25,flame,13:25
763,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0460-01,7/15/2022,nh4n,0.0467,mgL-1,0.25,flame,13:25
764,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0461-01,7/15/2022,nh4n,0.0414,mgL-1,0.25,flame,13:25
765,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0460-01,7/15/2022,no3n,0.00152,mgL-1,0.25,flame,13:25
766,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0461-01,7/15/2022,no3n,0.00706,mgL-1,0.25,flame,13:25
767,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0460-01,7/15/2022,srp,0.00351,mgL-1,0.25,flame,13:25
768,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0461-01,7/15/2022,srp,0.00337,mgL-1,0.25,flame,13:25
769,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0276-14,7/15/2022,tdp,0.0265,mgL-1,0.25,flame,13:25
770,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0276-14,7/15/2022,tdp,0.0273,mgL-1,0.25,flame,13:25
771,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0536-03,7/15/2022,tdp,0.0343,mgL-1,0.25,flame,13:25
772,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0539-03,7/15/2022,tdp,0.0308,mgL-1,0.25,flame,13:25
773,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0680-13,7/15/2022,tn,0.684,mgL-1,0.25,flame,13:25
774,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0681-13,7/15/2022,tn,0.688,mgL-1,0.25,flame,13:25
775,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0680-13,7/15/2022,tp,0.0519,mgL-1,0.25,flame,13:25
776,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0681-13,7/15/2022,tp,0.0546,mgL-1,0.25,flame,13:25
777,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0632-16,7/15/2022,tss,6.97,mg/L,0.25,flame,13:25
778,Lake Bonham,BON6,33.649117,-96.148267,7/15/2022 13:25,0632-16,7/15/2022,turbidity,5.17,NTU,0.25,flame,13:25
