label,lat,lon,system,speed,datetime_utc,date_time_c,fdom,wtemp,chl_rfu,chl_ugl,turb,B2,B3,B4,B5,SCL,ndti,ndci,flag,flagneighbor,dwl
707,31.5666,-99.71192,ivie,21.9,2022-08-07T15:52:04Z,2022-08-07T10:52:04Z,9.33,30.28,0.56,7.34,4.04,389,450,284,269,6,-0.22615803814713897,-0.02712477396021699,0,0,509
707,31.83089,-99.03281,brownwood,18,2022-08-06T18:06:28Z,2022-08-06T13:06:28Z,8.81,29.55,-0.21,4.64,3.32,417,497,319,313,6,-0.2181372549019608,-0.00949367088607595,0,0,514
707,31.94607,-103.927,redbluff,19.7,2022-08-08T15:53:50Z,2022-08-08T10:53:50Z,8.45,28.12,0.56,7.32,6.55,335.5,434.5,307.5,294.5,6,-0.1711590296495957,-0.02159468438538206,0,0,541
708,31.56671,-99.71192,ivie,22,2022-08-07T15:52:05Z,2022-08-07T10:52:05Z,9.32,30.28,0.52,7.19,4.04,358,435.5,263.5,258.5,6,-0.24606580829756797,-0.00957854406130268,0,0,513
708,31.83086,-99.03289,brownwood,15.9,2022-08-06T18:06:29Z,2022-08-06T13:06:29Z,8.81,29.55,-0.19,4.7,3.34,417,497,319,313,6,-0.2181372549019608,-0.00949367088607595,0,0,514
708,31.94609,-103.9271,redbluff,19.7,2022-08-08T15:53:51Z,2022-08-08T10:53:51Z,8.45,28.12,1.44,10.4,6.31,335.5,448,322,317,6,-0.16363636363636364,-0.00782472613458529,0,0,546
709,31.56681,-99.71191,ivie,22,2022-08-07T15:52:06Z,2022-08-07T10:52:06Z,9.33,30.28,0.52,7.19,4.05,361,441,260.5,249,6,-0.2573057733428368,-0.0225711481844946,0,0,513
709,31.83083,-99.03297,brownwood,13.8,2022-08-06T18:06:30Z,2022-08-06T13:06:30Z,8.81,29.56,-0.17,4.77,3.33,417,497,319,313,6,-0.2181372549019608,-0.00949367088607595,0,0,514
709,31.94612,-103.9272,redbluff,19.8,2022-08-08T15:53:52Z,2022-08-08T10:53:52Z,8.44,28.12,0.45,6.93,6.24,335.5,448,322,317,6,-0.16363636363636364,-0.00782472613458529,0,0,546
710,31.56691,-99.71191,ivie,22,2022-08-07T15:52:07Z,2022-08-07T10:52:07Z,9.33,30.28,0.53,7.21,4.05,361,441,260.5,249,6,-0.2573057733428368,-0.0225711481844946,0,0,513
710,31.83081,-99.03302,brownwood,11.5,2022-08-06T18:06:31Z,2022-08-06T13:06:31Z,8.81,29.56,-0.17,4.78,3.32,417,497,334,319,6,-0.19614921780986763,-0.0229709035222052,0,0,518
710,31.94614,-103.9273,redbluff,19.8,2022-08-08T15:53:53Z,2022-08-08T10:53:53Z,8.42,28.12,0.71,7.85,6.21,335.5,448,322,317,6,-0.16363636363636364,-0.00782472613458529,0,0,546
711,31.56701,-99.71191,ivie,22,2022-08-07T15:52:08Z,2022-08-07T10:52:08Z,9.33,30.28,0.56,7.33,4.07,356,434,272.5,257,6,-0.22859164897381457,-0.02927289896128423,0,0,516
711,31.8308,-99.03307,brownwood,9.8,2022-08-06T18:06:32Z,2022-08-06T13:06:32Z,8.8,29.56,-0.16,4.82,3.31,430,508,323,318,6,-0.2226233453670277,-0.00780031201248049,0,0,512
711,31.94616,-103.9274,redbluff,19.7,2022-08-08T15:53:54Z,2022-08-08T10:53:54Z,8.42,28.12,0.33,6.52,6.14,353.5,445.5,333.5,333,6,-0.14377406931964057,-7.501875468867217e-4,0,0,544
712,31.56712,-99.71191,ivie,22,2022-08-07T15:52:09Z,2022-08-07T10:52:09Z,9.34,30.29,0.52,7.2,4.09,356,434,272.5,257,6,-0.22859164897381457,-0.02927289896128423,0,0,516
712,31.83079,-99.03312,brownwood,8.9,2022-08-06T18:06:33Z,2022-08-06T13:06:33Z,8.8,29.56,-0.14,4.87,3.3,430,508,323,318,6,-0.2226233453670277,-0.00780031201248049,0,0,512
712,31.94618,-103.9275,redbluff,19.7,2022-08-08T15:53:55Z,2022-08-08T10:53:55Z,8.43,28.11,0.81,8.18,6.19,353.5,445.5,333.5,333,6,-0.14377406931964057,-7.501875468867217e-4,0,0,544
713,31.56722,-99.71191,ivie,22,2022-08-07T15:52:10Z,2022-08-07T10:52:10Z,9.33,30.29,0.96,8.72,4.13,356,434,272.5,257,6,-0.22859164897381457,-0.02927289896128423,0,0,516
713,31.83077,-99.03316,brownwood,8.8,2022-08-06T18:06:34Z,2022-08-06T13:06:34Z,8.81,29.57,-0.13,4.92,3.31,430,508,323,318,6,-0.2226233453670277,-0.00780031201248049,0,0,512
713,31.9462,-103.9276,redbluff,20,2022-08-08T15:53:56Z,2022-08-08T10:53:56Z,8.41,28.11,0.9,8.5,6.13,353.5,445.5,333.5,333,6,-0.14377406931964057,-7.501875468867217e-4,0,0,544
714,31.56733,-99.7119,ivie,22.1,2022-08-07T15:52:11Z,2022-08-07T10:52:11Z,9.33,30.29,0.33,6.52,4.12,380,431,260,256.5,6,-0.24746743849493488,-0.00677637947725072,0,0,505
714,31.83076,-99.0332,brownwood,8.8,2022-08-06T18:06:35Z,2022-08-06T13:06:35Z,8.81,29.57,-0.12,4.94,3.32,430,508,323,318,6,-0.2226233453670277,-0.00780031201248049,0,0,512
714,31.94622,-103.9277,redbluff,20,2022-08-08T15:53:57Z,2022-08-08T10:53:57Z,8.42,28.11,0.05,5.55,6.09,348.5,455,323,328.5,6,-0.16966580976863754,0.00844205679201842,0,0,543
715,31.56743,-99.7119,ivie,22.1,2022-08-07T15:52:12Z,2022-08-07T10:52:12Z,9.33,30.29,0.47,7.01,4.13,380,431,260,256.5,6,-0.24746743849493488,-0.00677637947725072,0,0,505
715,31.83074,-99.03325,brownwood,8.8,2022-08-06T18:06:36Z,2022-08-06T13:06:36Z,8.8,29.57,-0.13,4.92,3.34,430,508,323,318,6,-0.2226233453670277,-0.00780031201248049,0,0,512
715,31.94624,-103.9278,redbluff,19.9,2022-08-08T15:53:58Z,2022-08-08T10:53:58Z,8.42,28.11,2.36,13.62,6.03,348.5,455,323,328.5,6,-0.16966580976863754,0.00844205679201842,0,0,543
716,31.56753,-99.7119,ivie,22.1,2022-08-07T15:52:13Z,2022-08-07T10:52:13Z,9.33,30.29,0.6,7.46,4.14,377,427.5,264,246.5,6,-0.23644251626898047,-0.03428011753183153,0,0,505
716,31.83072,-99.03329,brownwood,8.7,2022-08-06T18:06:37Z,2022-08-06T13:06:37Z,8.8,29.58,-0.13,4.91,3.35,430,508,323,318,6,-0.2226233453670277,-0.00780031201248049,0,0,512
716,31.94625,-103.9279,redbluff,19.9,2022-08-08T15:53:59Z,2022-08-08T10:53:59Z,8.43,28.11,0.99,8.82,6.05,351.5,461.5,334,339.5,6,-0.16027655562539284,0.00816629547141796,0,0,545
717,31.56764,-99.71189,ivie,22.1,2022-08-07T15:52:14Z,2022-08-07T10:52:14Z,9.33,30.29,0.6,7.47,4.16,377,427.5,264,246.5,6,-0.23644251626898047,-0.03428011753183153,0,0,505
717,31.8307,-99.03338,brownwood,8.7,2022-08-06T18:06:39Z,2022-08-06T13:06:39Z,8.8,29.58,-0.11,5,3.35,408,509,329,328,6,-0.21479713603818615,-0.0015220700152207,0,0,523
717,31.94627,-103.928,redbluff,19.6,2022-08-08T15:54:00Z,2022-08-08T10:54:00Z,8.43,28.11,0.83,8.25,6.02,351.5,461.5,334,339.5,6,-0.16027655562539284,0.00816629547141796,0,0,545
718,31.56774,-99.71188,ivie,22.2,2022-08-07T15:52:15Z,2022-08-07T10:52:15Z,9.32,30.29,0.63,7.57,4.14,377,427.5,264,246.5,6,-0.23644251626898047,-0.03428011753183153,0,0,505
718,31.83067,-99.03346,brownwood,8.3,2022-08-06T18:06:41Z,2022-08-06T13:06:41Z,8.8,29.59,-0.09,5.04,3.35,408,509,329,328,6,-0.21479713603818615,-0.0015220700152207,0,0,523
718,31.94628,-103.9281,redbluff,19.6,2022-08-08T15:54:01Z,2022-08-08T10:54:01Z,8.44,28.11,0.86,8.37,5.99,351.5,461.5,334,339.5,6,-0.16027655562539284,0.00816629547141796,0,0,545
719,31.56784,-99.71188,ivie,22.2,2022-08-07T15:52:16Z,2022-08-07T10:52:16Z,9.31,30.29,0.59,7.44,4.14,356.5,424,254.5,227.5,6,-0.2498157700810612,-0.05601659751037344,0,0,510
719,31.83065,-99.0335,brownwood,7.9,2022-08-06T18:06:42Z,2022-08-06T13:06:42Z,8.8,29.59,-0.09,5.04,3.35,408,509,329,328,6,-0.21479713603818615,-0.0015220700152207,0,0,523
719,31.94629,-103.9282,redbluff,19.8,2022-08-08T15:54:02Z,2022-08-08T10:54:02Z,8.45,28.11,0.83,8.25,5.97,353.5,459,338,341.5,6,-0.15181932245922208,0.00515084621044885,0,0,546
720,31.56795,-99.71188,ivie,22.2,2022-08-07T15:52:17Z,2022-08-07T10:52:17Z,9.31,30.29,0.58,7.38,4.15,356.5,424,254.5,227.5,6,-0.2498157700810612,-0.05601659751037344,0,0,510
720,31.83063,-99.03354,brownwood,7.7,2022-08-06T18:06:43Z,2022-08-06T13:06:43Z,8.8,29.59,-0.08,5.08,3.38,408,509,329,328,6,-0.21479713603818615,-0.0015220700152207,0,0,523
720,31.94631,-103.9283,redbluff,19.8,2022-08-08T15:54:03Z,2022-08-08T10:54:03Z,8.45,28.11,0.79,8.11,5.94,353.5,459,338,341.5,6,-0.15181932245922208,0.00515084621044885,0,0,546
721,31.56805,-99.71187,ivie,22.2,2022-08-07T15:52:18Z,2022-08-07T10:52:18Z,9.3,30.29,0.57,7.34,4.17,356.5,424,254.5,227.5,6,-0.2498157700810612,-0.05601659751037344,0,0,510
721,31.83061,-99.03358,brownwood,7.7,2022-08-06T18:06:44Z,2022-08-06T13:06:44Z,8.8,29.6,-0.07,5.12,3.36,408,509,329,328,6,-0.21479713603818615,-0.0015220700152207,0,0,523
721,31.94632,-103.9285,redbluff,19.7,2022-08-08T15:54:04Z,2022-08-08T10:54:04Z,8.46,28.11,0.78,8.08,5.96,353,460,339,342.5,6,-0.15143929912390489,0.00513573000733675,0,0,547
722,31.56816,-99.71187,ivie,22.2,2022-08-07T15:52:19Z,2022-08-07T10:52:19Z,9.29,30.29,0.55,7.28,4.17,351.5,416.5,238.5,228,6,-0.2717557251908397,-0.022508038585209,0,0,508
722,31.8306,-99.03361,brownwood,7.5,2022-08-06T18:06:45Z,2022-08-06T13:06:45Z,8.8,29.6,-0.08,5.11,3.35,421,513,344,336,6,-0.1971995332555426,-0.01176470588235294,0,0,523
722,31.94633,-103.9286,redbluff,19.7,2022-08-08T15:54:05Z,2022-08-08T10:54:05Z,8.47,28.11,0.79,8.13,5.97,353,460,339,342.5,6,-0.15143929912390489,0.00513573000733675,0,0,547
723,31.56826,-99.71187,ivie,22.1,2022-08-07T15:52:20Z,2022-08-07T10:52:20Z,9.29,30.29,0.54,7.24,4.18,351.5,416.5,238.5,228,6,-0.2717557251908397,-0.022508038585209,0,0,508
723,31.83057,-99.03364,brownwood,7.5,2022-08-06T18:06:46Z,2022-08-06T13:06:46Z,8.79,29.61,-0.06,5.15,3.35,421,513,344,336,6,-0.1971995332555426,-0.01176470588235294,0,0,523
723,31.94634,-103.9287,redbluff,19.8,2022-08-08T15:54:06Z,2022-08-08T10:54:06Z,8.47,28.11,0.76,8.01,5.96,362.5,466.5,327,327.5,6,-0.17580340264650285,7.639419404125286e-4,0,0,539
724,31.56836,-99.71187,ivie,22.1,2022-08-07T15:52:21Z,2022-08-07T10:52:21Z,9.29,30.29,0.51,7.15,4.18,351,402.5,224.5,217,6,-0.2838915470494418,-0.01698754246885617,0,0,504
724,31.83055,-99.03367,brownwood,7.6,2022-08-06T18:06:47Z,2022-08-06T13:06:47Z,8.8,29.61,-0.06,5.14,3.36,421,513,344,336,6,-0.1971995332555426,-0.01176470588235294,0,0,523
724,31.94636,-103.9288,redbluff,19.8,2022-08-08T15:54:07Z,2022-08-08T10:54:07Z,8.48,28.11,0.75,7.99,5.98,362.5,466.5,327,327.5,6,-0.17580340264650285,7.639419404125286e-4,0,0,539
725,31.56847,-99.71187,ivie,22.1,2022-08-07T15:52:22Z,2022-08-07T10:52:22Z,9.29,30.29,0.5,7.12,4.16,351,402.5,224.5,217,6,-0.2838915470494418,-0.01698754246885617,0,0,504
725,31.83053,-99.03371,brownwood,7.9,2022-08-06T18:06:48Z,2022-08-06T13:06:48Z,8.8,29.61,-0.07,5.13,3.32,428,507,343,334,6,-0.19294117647058823,-0.01329394387001477,0,0,517
725,31.94637,-103.9289,redbluff,19.8,2022-08-08T15:54:08Z,2022-08-08T10:54:08Z,8.47,28.11,0.74,7.96,5.98,362.5,466.5,327,327.5,6,-0.17580340264650285,7.639419404125286e-4,0,0,539
726,31.56857,-99.71187,ivie,22.1,2022-08-07T15:52:23Z,2022-08-07T10:52:23Z,9.29,30.29,0.49,7.08,4.15,351,402.5,224.5,217,6,-0.2838915470494418,-0.01698754246885617,0,0,504
726,31.8305,-99.03374,brownwood,8,2022-08-06T18:06:49Z,2022-08-06T13:06:49Z,8.81,29.62,-0.06,5.16,3.34,428,507,343,334,6,-0.19294117647058823,-0.01329394387001477,0,0,517
726,31.94638,-103.929,redbluff,19.8,2022-08-08T15:54:09Z,2022-08-08T10:54:09Z,8.49,28.11,0.75,7.97,5.99,371,469,332,329,6,-0.17103620474406991,-0.00453857791225416,0,0,538
727,31.56867,-99.71187,ivie,22.2,2022-08-07T15:52:24Z,2022-08-07T10:52:24Z,9.29,30.29,0.5,7.13,4.12,342,402,235.5,227,6,-0.2611764705882353,-0.01837837837837837,0,0,508
727,31.83048,-99.03377,brownwood,8.3,2022-08-06T18:06:50Z,2022-08-06T13:06:50Z,8.81,29.62,-0.06,5.16,3.34,428,507,343,334,6,-0.19294117647058823,-0.01329394387001477,0,0,517
727,31.94639,-103.9291,redbluff,19.8,2022-08-08T15:54:10Z,2022-08-08T10:54:10Z,8.49,28.11,0.74,7.95,5.99,371,469,332,329,6,-0.17103620474406991,-0.00453857791225416,0,0,538
728,31.56878,-99.71187,ivie,22.2,2022-08-07T15:52:25Z,2022-08-07T10:52:25Z,9.28,30.29,0.5,7.11,4.12,342,402,235.5,227,6,-0.2611764705882353,-0.01837837837837837,0,0,508
728,31.83045,-99.03381,brownwood,8.5,2022-08-06T18:06:51Z,2022-08-06T13:06:51Z,8.81,29.63,-0.03,5.25,3.36,428,507,343,334,6,-0.19294117647058823,-0.01329394387001477,0,0,517
728,31.9464,-103.9292,redbluff,19.8,2022-08-08T15:54:11Z,2022-08-08T10:54:11Z,8.48,28.11,0.77,8.05,5.96,371,469,332,329,6,-0.17103620474406991,-0.00453857791225416,0,0,538
729,31.56888,-99.71187,ivie,22.2,2022-08-07T15:52:26Z,2022-08-07T10:52:26Z,9.28,30.29,0.48,7.04,4.14,347.5,410,244,220,6,-0.25382262996941896,-0.05172413793103448,0,0,509
729,31.83042,-99.03384,brownwood,8.6,2022-08-06T18:06:52Z,2022-08-06T13:06:52Z,8.8,29.63,-0.05,5.19,3.38,428,507,343,334,6,-0.19294117647058823,-0.01329394387001477,0,0,517
729,31.9464,-103.9293,redbluff,19.8,2022-08-08T15:54:12Z,2022-08-08T10:54:12Z,8.48,28.11,0.72,7.9,5.98,369.5,475,340.5,344,6,-0.1649294911097486,0.00511322132943754,0,0,542
730,31.56898,-99.71187,ivie,22.2,2022-08-07T15:52:27Z,2022-08-07T10:52:27Z,9.28,30.3,0.5,7.12,4.08,347.5,410,244,220,6,-0.25382262996941896,-0.05172413793103448,0,0,509
730,31.59841,-97.25088,waco,12.7,2022-07-23T15:58:14Z,2022-07-23T10:58:14Z,7.01,31.15,3.41,14.01,9.98,830,1045,905,994,6,-0.07179487179487179,0.0468667719852554,0,0,560
730,31.83039,-99.03387,brownwood,8.7,2022-08-06T18:06:53Z,2022-08-06T13:06:53Z,8.81,29.63,-0.03,5.25,3.38,428,507,343,334,6,-0.19294117647058823,-0.01329394387001477,0,0,517
730,31.94641,-103.9294,redbluff,19.8,2022-08-08T15:54:13Z,2022-08-08T10:54:13Z,8.46,28.11,0.71,7.85,5.98,369.5,475,340.5,344,6,-0.1649294911097486,0.00511322132943754,0,0,542
731,31.56909,-99.71188,ivie,22.3,2022-08-07T15:52:28Z,2022-08-07T10:52:28Z,9.28,30.3,0.5,7.11,4.06,347.5,410,244,220,6,-0.25382262996941896,-0.05172413793103448,0,0,509
731,31.59846,-97.25083,waco,13.2,2022-07-23T15:58:15Z,2022-07-23T10:58:15Z,7,31.15,3.41,14.01,9.95,830,1045,905,994,6,-0.07179487179487179,0.0468667719852554,0,0,560
731,31.83036,-99.03391,brownwood,8.7,2022-08-06T18:06:54Z,2022-08-06T13:06:54Z,8.82,29.64,-0.03,5.27,3.38,441,541,344,331,6,-0.22259887005649717,-0.01925925925925926,0,0,518
731,31.94642,-103.9295,redbluff,19.8,2022-08-08T15:54:14Z,2022-08-08T10:54:14Z,8.45,28.11,0,5.37,5.97,369.5,475,340.5,344,6,-0.1649294911097486,0.00511322132943754,0,0,542
732,31.56919,-99.71188,ivie,22.3,2022-08-07T15:52:29Z,2022-08-07T10:52:29Z,9.28,30.3,0.51,7.13,4.07,352.5,418,236.5,232.5,6,-0.2773109243697479,-0.00852878464818763,0,0,508
732,31.59851,-97.25079,waco,13.5,2022-07-23T15:58:16Z,2022-07-23T10:58:16Z,7,31.15,3.38,13.89,9.95,830,1045,905,994,6,-0.07179487179487179,0.0468667719852554,0,0,560
732,31.83033,-99.03394,brownwood,8.8,2022-08-06T18:06:55Z,2022-08-06T13:06:55Z,8.82,29.64,-0.01,5.33,3.36,441,541,344,331,6,-0.22259887005649717,-0.01925925925925926,0,0,518
732,31.94643,-103.9296,redbluff,19.7,2022-08-08T15:54:15Z,2022-08-08T10:54:15Z,8.42,28.11,1.41,10.28,5.98,383.5,487,355,357,6,-0.15676959619952494,0.00280898876404494,0,0,542
733,31.5693,-99.71188,ivie,22.3,2022-08-07T15:52:30Z,2022-08-07T10:52:30Z,9.28,30.3,1.05,9.04,4.07,352.5,418,236.5,232.5,6,-0.2773109243697479,-0.00852878464818763,0,0,508
733,31.59856,-97.25073,waco,14,2022-07-23T15:58:17Z,2022-07-23T10:58:17Z,6.99,31.15,3.39,13.92,9.96,830,1045,905,994,6,-0.07179487179487179,0.0468667719852554,0,0,560
733,31.83031,-99.03397,brownwood,8.8,2022-08-06T18:06:56Z,2022-08-06T13:06:56Z,8.81,29.64,0.01,5.4,3.34,441,541,344,331,6,-0.22259887005649717,-0.01925925925925926,0,0,518
733,31.94644,-103.9297,redbluff,19.7,2022-08-08T15:54:16Z,2022-08-08T10:54:16Z,8.41,28.11,0.66,7.68,5.96,383.5,487,355,357,6,-0.15676959619952494,0.00280898876404494,0,0,542
734,31.5694,-99.71188,ivie,22.3,2022-08-07T15:52:31Z,2022-08-07T10:52:31Z,9.28,30.3,0.4,6.77,4.1,352.5,418,236.5,232.5,6,-0.2773109243697479,-0.00852878464818763,0,0,508
734,31.59861,-97.25068,waco,14.4,2022-07-23T15:58:18Z,2022-07-23T10:58:18Z,6.99,31.15,3.41,13.99,9.95,830,1045,905,994,6,-0.07179487179487179,0.0468667719852554,0,0,560
734,31.83028,-99.03401,brownwood,8.9,2022-08-06T18:06:57Z,2022-08-06T13:06:57Z,8.81,29.65,0.02,5.42,3.36,441,541,344,331,6,-0.22259887005649717,-0.01925925925925926,0,0,518
734,31.94645,-103.9298,redbluff,19.7,2022-08-08T15:54:17Z,2022-08-08T10:54:17Z,8.39,28.11,0.12,5.79,5.97,401,507.5,381,382,6,-0.14237478897017444,0.00131061598951507,0,0,545
735,31.5695,-99.71188,ivie,22.3,2022-08-07T15:52:32Z,2022-08-07T10:52:32Z,9.27,30.3,0.4,6.76,4.07,373.5,426,255,256.5,6,-0.2511013215859031,0.00293255131964809,0,0,505
735,31.59866,-97.25063,waco,14.9,2022-07-23T15:58:19Z,2022-07-23T10:58:19Z,7,31.15,3.42,14.02,9.95,830,1045,905,994,6,-0.07179487179487179,0.0468667719852554,0,0,560
735,31.83025,-99.03405,brownwood,8.9,2022-08-06T18:06:58Z,2022-08-06T13:06:58Z,8.81,29.65,0.03,5.46,3.37,420,517,339,332,6,-0.20794392523364488,-0.01043219076005961,0,0,522
735,31.94645,-103.93,redbluff,19.7,2022-08-08T15:54:18Z,2022-08-08T10:54:18Z,8.38,28.11,1.47,10.51,6.01,401,507.5,381,382,6,-0.14237478897017444,0.00131061598951507,0,0,545
736,31.5696,-99.71188,ivie,22.3,2022-08-07T15:52:33Z,2022-08-07T10:52:33Z,9.28,30.3,0.46,6.99,4.11,373.5,426,255,256.5,6,-0.2511013215859031,0.00293255131964809,0,0,505
736,31.59871,-97.25057,waco,15.4,2022-07-23T15:58:20Z,2022-07-23T10:58:20Z,7,31.15,3.4,13.98,9.93,898,1137,1006,1081,6,-0.06112925804946337,0.03593675131768088,0,0,562
736,31.83023,-99.03409,brownwood,8.9,2022-08-06T18:06:59Z,2022-08-06T13:06:59Z,8.81,29.65,0.04,5.5,3.38,420,517,339,332,6,-0.20794392523364488,-0.01043219076005961,0,0,522
736,31.94646,-103.9301,redbluff,19.7,2022-08-08T15:54:19Z,2022-08-08T10:54:19Z,8.37,28.11,3.05,16.01,6.28,408.5,523,387,386,6,-0.14945054945054945,-0.00129366106080207,0,0,545
737,31.56971,-99.71188,ivie,22.3,2022-08-07T15:52:34Z,2022-08-07T10:52:34Z,9.28,30.31,0.47,7,4.1,360.5,429.5,247.5,254.5,6,-0.2688330871491876,0.01394422310756972,0,0,509
737,31.59877,-97.25052,waco,15.8,2022-07-23T15:58:21Z,2022-07-23T10:58:21Z,7,31.15,3.41,14.02,9.96,898,1137,1006,1081,6,-0.06112925804946337,0.03593675131768088,0,0,562
737,31.83021,-99.03413,brownwood,8.9,2022-08-06T18:07:00Z,2022-08-06T13:07:00Z,8.81,29.66,0.04,5.5,3.39,420,517,339,332,6,-0.20794392523364488,-0.01043219076005961,0,0,522
737,31.94647,-103.9302,redbluff,19.7,2022-08-08T15:54:20Z,2022-08-08T10:54:20Z,8.36,28.12,0.26,6.28,6.26,408.5,523,387,386,6,-0.14945054945054945,-0.00129366106080207,0,0,545
738,31.56981,-99.71187,ivie,22.3,2022-08-07T15:52:35Z,2022-08-07T10:52:35Z,9.27,30.31,0.48,7.04,4.13,360.5,429.5,247.5,254.5,6,-0.2688330871491876,0.01394422310756972,0,0,509
738,31.59883,-97.250470000000007,waco,16.2,2022-07-23T15:58:22Z,2022-07-23T10:58:22Z,7.01,31.14,3.44,14.12,9.96,898,1137,1006,1081,6,-0.06112925804946337,0.03593675131768088,0,0,562
738,31.83018,-99.03417,brownwood,9,2022-08-06T18:07:01Z,2022-08-06T13:07:01Z,8.82,29.66,0.03,5.46,3.38,458,547,357,358,6,-0.21017699115044247,0.00139860139860139,0,0,516
738,31.94648,-103.9303,redbluff,19.7,2022-08-08T15:54:21Z,2022-08-08T10:54:21Z,8.35,28.12,4.48,21.01,6.32,408.5,523,387,386,6,-0.14945054945054945,-0.00129366106080207,0,0,545
739,31.56992,-99.71187,ivie,22.5,2022-08-07T15:52:36Z,2022-08-07T10:52:36Z,9.28,30.31,0.47,7,4.13,360.5,429.5,247.5,254.5,6,-0.2688330871491876,0.01394422310756972,0,0,509
739,31.59888,-97.2504,waco,16.5,2022-07-23T15:58:23Z,2022-07-23T10:58:23Z,7.02,31.14,3.45,14.16,9.98,898,1137,1006,1081,6,-0.06112925804946337,0.03593675131768088,0,0,562
739,31.83017,-99.03421,brownwood,9.5,2022-08-06T18:07:02Z,2022-08-06T13:07:02Z,8.82,29.66,0.02,5.45,3.38,458,547,357,358,6,-0.21017699115044247,0.00139860139860139,0,0,516
739,31.94649,-103.9304,redbluff,19.8,2022-08-08T15:54:22Z,2022-08-08T10:54:22Z,8.34,28.12,-0.12,4.95,6.43,398,502.5,377.5,359,6,-0.14204545454545456,-0.02511880515953835,0,0,545
740,31.57002,-99.71186,ivie,22.6,2022-08-07T15:52:37Z,2022-08-07T10:52:37Z,9.28,30.31,0.45,6.92,4.13,379.5,433,262,240,6,-0.2460431654676259,-0.04382470119521912,0,0,506
740,31.59894,-97.25034,waco,17,2022-07-23T15:58:24Z,2022-07-23T10:58:24Z,7.02,31.14,3.47,14.21,9.97,1045,1144,861,941,6,-0.14114713216957606,0.04439511653718091,0,0,510
740,31.83014,-99.03426,brownwood,9.8,2022-08-06T18:07:03Z,2022-08-06T13:07:03Z,8.82,29.66,0.03,5.46,3.4,458,547,357,358,6,-0.21017699115044247,0.00139860139860139,0,0,516
740,31.9465,-103.9305,redbluff,19.8,2022-08-08T15:54:23Z,2022-08-08T10:54:23Z,8.34,28.12,-0.5,3.62,6.61,398,502.5,377.5,359,6,-0.14204545454545456,-0.02511880515953835,0,0,545
740,33.7081,-98.36602,arrowhead,27,2022-08-12T15:00:25Z,2022-08-12T10:00:25Z,11.86,29,2.56,14.3,28.66,627,740,589,570,6,-0.11361926260346124,-0.01639344262295082,0,0,543
741,31.57013,-99.71185,ivie,22.6,2022-08-07T15:52:38Z,2022-08-07T10:52:38Z,9.28,30.31,0.44,6.9,4.13,379.5,433,262,240,6,-0.2460431654676259,-0.04382470119521912,0,0,506
741,31.599,-97.25027,waco,17.4,2022-07-23T15:58:25Z,2022-07-23T10:58:25Z,7.02,31.14,3.46,14.21,9.96,1045,1144,861,941,6,-0.14114713216957606,0.04439511653718091,0,0,510
741,31.83013,-99.03431,brownwood,10.2,2022-08-06T18:07:04Z,2022-08-06T13:07:04Z,8.82,29.67,0.03,5.46,3.4,458,547,357,358,6,-0.21017699115044247,0.00139860139860139,0,0,516
741,31.9465,-103.9306,redbluff,19.8,2022-08-08T15:54:24Z,2022-08-08T10:54:24Z,8.34,28.13,5.29,23.82,6.62,323.5,438.5,317,290.5,6,-0.16082064857710127,-0.04362139917695473,0,0,548
741,33.708,-98.36611,arrowhead,27,2022-08-12T15:00:26Z,2022-08-12T10:00:26Z,11.87,29,2.58,14.36,28.83,599,677,513,489,6,-0.13781512605042018,-0.02395209580838323,0,0,520
742,31.57023,-99.71185,ivie,22.6,2022-08-07T15:52:39Z,2022-08-07T10:52:39Z,9.29,30.31,0.44,6.89,4.16,362,428,265.5,253.5,6,-0.2343186733958183,-0.02312138728323699,0,0,511
742,31.59906,-97.25021,waco,17.1,2022-07-23T15:58:26Z,2022-07-23T10:58:26Z,7.02,31.14,3.47,14.25,9.94,1238,1383,1095,1164,6,-0.1162227602905569,0.03054448871181939,0,0,525
742,31.83011,-99.03436,brownwood,10.5,2022-08-06T18:07:05Z,2022-08-06T13:07:05Z,8.83,29.67,0.02,5.45,3.4,458,547,357,358,6,-0.21017699115044247,0.00139860139860139,0,0,516
742,31.94651,-103.9307,redbluff,19.8,2022-08-08T15:54:25Z,2022-08-08T10:54:25Z,8.34,28.13,5.29,23.82,6.85,323.5,438.5,317,290.5,6,-0.16082064857710127,-0.04362139917695473,0,0,548
742,33.7079,-98.36621,arrowhead,27,2022-08-12T15:00:27Z,2022-08-12T10:00:27Z,11.87,29,2.58,14.36,29.12,599,677,513,489,6,-0.13781512605042018,-0.02395209580838323,0,0,520
743,31.57034,-99.71183,ivie,22.5,2022-08-07T15:52:40Z,2022-08-07T10:52:40Z,9.28,30.32,0.44,6.9,4.15,362,428,265.5,253.5,6,-0.2343186733958183,-0.02312138728323699,0,0,511
743,31.59912,-97.25014,waco,16.6,2022-07-23T15:58:27Z,2022-07-23T10:58:27Z,7,31.14,3.47,14.24,9.92,1238,1383,1095,1164,6,-0.1162227602905569,0.03054448871181939,0,0,525
743,31.83009,-99.03442,brownwood,10.8,2022-08-06T18:07:06Z,2022-08-06T13:07:06Z,8.83,29.67,0,5.37,3.41,464,576,381,381,6,-0.20376175548589345,0,0,0,525
